0.46,0.17,0.21,0.13,0.04,0.25,8.9,2.8,0.797,0.454,0.642,1016.9,15.6
0.04,0.42,0.46,0.08,0,0.5,11.7,7.2,0.9,0.603,0.761,1018.5,18.3
0.54,0.17,0.29,0,0,0,11.7,8.9,0.93,0.526,0.78,1018.9,20
0.04,0.17,0.71,0.08,0,0.5,13.3,8.9,0.9,0.629,0.801,1018.7,18.9
0,0.21,0.54,0.21,0.04,0.5,11.7,8.3,0.93,0.576,0.784,1020.6,17.8
0.04,0.21,0.38,0.21,0.17,0.5,11.1,4.4,0.93,0.477,0.702,1021.4,16.7
0.17,0.21,0.21,0.21,0.21,0.6,6.7,0.6,0.771,0.352,0.6,1020.5,17.2
0.58,0.21,0.17,0.04,0,0,7.8,0,0.862,0.293,0.492,1018.1,18.9
0.13,0.33,0.46,0.08,0,0.5,9.4,6.1,0.892,0.576,0.761,1016.6,16.1
0,0.08,0.63,0.08,0.21,0.6,11.7,9.4,0.929,0.674,0.824,1016.5,17.2
0,0.29,0.46,0.25,0,0.5,12.8,6.1,0.968,0.515,0.747,1017.7,16.7
0.08,0.13,0.5,0.17,0.13,0.6,8.9,6.7,0.863,0.535,0.708,1018.4,16.7
0.04,0.46,0.42,0.08,0,0.45,14.4,6.7,0.9,0.643,0.812,1017.3,17.8
0,0.58,0.29,0.13,0,0.25,10,6.7,0.893,0.535,0.71,1022.9,16.7
0.21,0.29,0.21,0.04,0.25,0.45,10,3.3,0.929,0.379,0.649,1018.9,21.7
0,0.21,0.5,0.21,0.08,0.6,12.2,1.1,0.862,0.283,0.641,1017.8,20.6
0,0.25,0.42,0.25,0.08,0.6,12.2,8.9,0.931,0.579,0.766,1021,18.3
0.5,0.38,0.13,0,0,0.18,10,6.7,0.864,0.535,0.702,1020.5,16.7
0.04,0.38,0.38,0.04,0.17,0.5,12.2,7.2,0.931,0.599,0.78,1017.3,16.7
0,0.42,0.5,0.04,0.04,0.5,12.2,8.3,0.961,0.558,0.769,1019.8,18.3
0.04,0.08,0.75,0.13,0,0.5,12.2,7.8,0.9,0.543,0.749,1021.6,19.4
0.75,0.13,0.13,0,0,0,9.4,4.4,0.923,0.429,0.654,1021.7,18.3
1,0,0,0,0,0,9.4,7.2,0.892,0.505,0.719,1017.9,20
1,0,0,0,0,0,11.7,7.8,0.897,0.418,0.72,1019.4,25
0.71,0.21,0.08,0,0,0,11.7,7.8,0.93,0.587,0.72,1020.3,20
0.96,0,0.04,0,0,0,10.6,7.2,0.961,0.382,0.681,1017.2,22.8
0.21,0.25,0.38,0.08,0.08,0.5,10,7.8,0.829,0.337,0.618,1014.9,26.7
0,0.38,0.29,0.13,0.21,0.55,11.1,8.3,0.864,0.599,0.744,1015.4,16.7
0.04,0.63,0.33,0,0,0.4,12.8,8.3,0.931,0.642,0.832,1014.5,15.6
0.5,0.29,0.13,0.08,0,0.18,8.9,6.7,0.863,0.483,0.698,1016.2,18.3
0,0.17,0.33,0.25,0.25,0.82,11.1,8.3,0.892,0.507,0.75,1016.1,20.6
0.33,0.21,0.38,0.08,0,0.4,12.8,6.1,0.865,0.6,0.757,1019.4,17.2
0.88,0.08,0.04,0,0,0,10.6,3.3,0.865,0.408,0.682,1019.8,17.8
0.96,0.04,0,0,0,0,8.9,5.6,0.892,0.39,0.638,1017.6,20
1,0,0,0,0,0,13.3,3.3,0.83,0.215,0.538,1013.8,30.6
0.75,0.21,0.04,0,0,0,13.3,5.6,0.807,0.34,0.633,1010.6,23.3
0.04,0.42,0.54,0,0,0.5,10.6,5.6,0.893,0.616,0.758,1012,13.9
0.13,0.46,0.42,0,0,0.4,7.8,4.4,0.862,0.411,0.647,1013.4,17.8
0.67,0.13,0.21,0,0,0,8.9,6.7,0.801,0.42,0.601,1016.3,20
0.58,0.13,0.08,0.08,0.13,0.05,11.1,8.3,0.893,0.487,0.691,1016.7,20
0.08,0.21,0.13,0.33,0.25,0.9,11.1,8.9,0.929,0.488,0.717,1014.8,20
0.25,0.71,0.04,0,0,0.25,11.1,9.4,0.893,0.526,0.743,1014.5,20.6
0.04,0.25,0.29,0.25,0.17,0.75,10.6,9.4,0.9,0.487,0.716,1015.2,20.6
0.04,0.33,0.5,0.13,0,0.5,15,9.4,0.864,0.502,0.699,1015,25
0,0.38,0.38,0.25,0,0.5,15.6,13.9,0.897,0.537,0.751,1014.9,24.4
0.33,0.08,0.42,0.17,0,0.5,14.4,11.7,0.863,0.53,0.729,1014,21.7
0.5,0.25,0.21,0.04,0,0.18,12.8,10.6,0.901,0.527,0.723,1016.5,20.6
0.75,0.25,0,0,0,0,13.3,11.1,0.9,0.419,0.711,1013.5,25.6
0.25,0.38,0.33,0.04,0,0.32,11.7,10,0.866,0.526,0.715,1012.1,20
0,0.13,0.75,0.04,0.08,0.5,15.6,10,0.932,0.63,0.786,1013.7,20.6
0,0.5,0.33,0.17,0,0.45,13.3,8.9,0.931,0.415,0.687,1013.4,23.9
0,0.21,0.71,0.08,0,0.5,14.4,11.1,0.897,0.695,0.753,1012.2,19.4
0,0.67,0.25,0.08,0,0.25,14.4,10.6,0.862,0.527,0.725,1012.9,20.6
0.04,0.29,0.63,0.04,0,0.5,11.1,6.7,0.894,0.408,0.628,1015.8,21.7
0.08,0.17,0.67,0.04,0.04,0.5,15.6,7.2,0.843,0.333,0.636,1017.9,24.4
0,0.08,0.58,0.33,0,0.6,16.1,13.3,0.963,0.727,0.814,1015.9,20
0.08,0.21,0.54,0.17,0,0.5,16.1,12.2,0.968,0.531,0.772,1014.5,22.2
0.33,0.25,0.38,0.04,0,0.25,13.3,7.8,0.931,0.382,0.689,1016.4,22.8
0.17,0.42,0.42,0,0,0.4,11.1,8.9,0.806,0.507,0.683,1016.9,20
0.08,0.38,0.46,0.08,0,0.5,12.2,10,0.838,0.586,0.75,1016.9,18.9
0,0.42,0.42,0.13,0.04,0.55,15.6,9.4,0.932,0.743,0.841,1010,17.8
0.04,0.5,0.33,0.13,0,0.4,10.6,6.1,0.863,0.463,0.67,1009.2,17.8
0.08,0.38,0.54,0,0,0.5,13.9,10.6,0.868,0.652,0.768,1014.9,18.3
0.21,0.33,0.38,0.08,0,0.4,11.7,10,0.838,0.547,0.708,1019.8,20
0.67,0.08,0.08,0.17,0,0,12.2,10,0.9,0.507,0.709,1017.2,21.7
0.04,0.17,0.29,0.5,0,0.82,12.8,7.8,0.901,0.375,0.693,1016.2,25.6
0.04,0.29,0.33,0.21,0.13,0.6,13.3,8.9,0.931,0.563,0.752,1017.3,18.9
0.5,0.25,0.17,0.08,0,0.13,8.9,6.7,0.772,0.42,0.606,1016.3,20.6
1,0,0,0,0,0,10,7.2,0.797,0.343,0.609,1015.3,23.9
0.71,0.21,0.08,0,0,0,11.7,8.3,0.893,0.441,0.659,1013.9,22.2
0.75,0.17,0.08,0,0,0,13.3,8.3,0.931,0.477,0.67,1015.6,22.8
0.54,0.13,0.21,0.13,0,0,12.8,10,0.931,0.511,0.74,1015.2,21.1
1,0,0,0,0,0,12.2,6.1,0.864,0.273,0.55,1010.9,29.4
1,0,0,0,0,0,12.2,5.6,0.608,0.192,0.375,1009.8,33.9
1,0,0,0,0,0,16.1,10,0.838,0.336,0.571,1011.7,30
1,0,0,0,0,0,14.4,10.6,0.867,0.48,0.706,1011.8,23.9
0.5,0.13,0.38,0,0,0.18,11.7,10,0.9,0.629,0.773,1011.7,18.3
0.21,0.08,0.5,0.21,0,0.5,10.6,8.3,0.837,0.523,0.703,1015.2,18.9
0.58,0.17,0.13,0.13,0,0,8.9,3.9,0.803,0.37,0.616,1017.6,20
1,0,0,0,0,0,11.1,7.2,0.83,0.346,0.567,1014.9,25
1,0,0,0,0,0,11.7,1.1,0.72,0.13,0.346,1011.3,34.4
1,0,0,0,0,0,15.6,8.9,0.722,0.21,0.477,1010.4,34.4
0.79,0.13,0.08,0,0,0,11.7,10,0.893,0.433,0.67,1009.5,24.4
0.92,0.08,0,0,0,0,10.6,8.3,0.9,0.452,0.682,1009.5,20.6
0.96,0.04,0,0,0,0,10,8.9,0.83,0.541,0.691,1011,18.9
1,0,0,0,0,0,13.3,8.9,0.83,0.403,0.637,1010.8,25.6
0.96,0.04,0,0,0,0,15,8.9,0.805,0.43,0.631,1010.1,25
1,0,0,0,0,0,12.8,9.4,0.864,0.403,0.645,1009.2,25.6
0.92,0.04,0.04,0,0,0,10.6,9.4,0.83,0.563,0.695,1009.3,18.9
0.71,0.25,0.04,0,0,0,12.8,8.9,0.864,0.461,0.681,1009.5,22.8
0.5,0.25,0.25,0,0,0.18,13.9,9.4,0.858,0.379,0.666,1007.5,26.1
0.92,0.08,0,0,0,0,15,10.6,0.867,0.553,0.734,1009.9,23.3
0.46,0.08,0.38,0,0.08,0.32,14.4,12.2,0.931,0.591,0.796,1010.8,21.1
0.54,0.08,0.33,0,0.04,0,13.3,11.1,0.961,0.531,0.765,1008.6,22.2
0.58,0,0.29,0.04,0.08,0,12.8,10,0.9,0.55,0.734,1008.9,22.2
0.63,0,0.08,0,0.29,0,12.8,10.6,0.865,0.512,0.718,1011.3,22.8
0.58,0.13,0.17,0,0.13,0,13.3,10.6,0.866,0.531,0.729,1013.7,22.8
0.58,0.08,0.04,0,0.29,0,13.9,11.1,0.866,0.55,0.749,1014.2,21.1
0.92,0.08,0,0,0,0,13.3,9.4,0.931,0.461,0.715,1012.6,22.8
1,0,0,0,0,0,11.1,8.9,0.864,0.443,0.673,1013.4,22.8
0.83,0.08,0,0.08,0,0,11.1,10,0.865,0.563,0.704,1016,20
0.83,0.17,0,0,0,0,11.1,10,0.865,0.507,0.717,1016.2,20.6
1,0,0,0,0,0,11.7,9.4,0.893,0.478,0.702,1015.6,22.2
1,0,0,0,0,0,12.8,7.8,0.864,0.347,0.655,1015.9,26.1
0.96,0.04,0,0,0,0,11.7,9.4,0.864,0.51,0.694,1016.2,21.7
0.54,0.29,0.13,0.04,0,0.1,11.7,10.6,0.9,0.586,0.75,1017.8,18.9
0.5,0.04,0.46,0,0,0.25,12.2,10.6,0.931,0.547,0.729,1016.4,20
0,0.21,0.33,0.21,0.25,0.75,11.7,8.3,0.866,0.469,0.681,1015.8,21.7
0,0.33,0.21,0.21,0.25,0.68,15,10.6,0.896,0.632,0.767,1016,21.7
0.5,0.13,0.08,0,0.29,0.13,13.9,10.6,0.931,0.57,0.758,1013.1,21.7
0.46,0.5,0.04,0,0,0.25,15,10.6,0.807,0.486,0.674,1012.4,26.1
0.67,0.21,0.08,0.04,0,0.1,15,12.2,0.901,0.554,0.746,1014.5,23.9
0.25,0.33,0.25,0.08,0.08,0.25,15.6,12.8,0.868,0.537,0.751,1015.8,24.4
0.5,0.08,0.17,0.21,0.04,0.2,13.9,11.7,0.901,0.512,0.742,1014,24.4
0,0.13,0.63,0.21,0.04,0.75,13.3,11.7,0.867,0.57,0.724,1014.1,21.7
0.42,0.04,0.5,0,0.04,0.5,12.8,10.6,0.867,0.566,0.731,1017.2,20
1,0,0,0,0,0,14.4,8.3,0.9,0.334,0.638,1017.8,28.3
1,0,0,0,0,0,17.2,8.3,0.734,0.203,0.473,1017.1,35.6
0.46,0.13,0.38,0.04,0,0.4,16.7,8.3,0.757,0.18,0.462,1013.6,37.2
0,0.42,0.21,0.33,0.04,0.55,16.7,12.8,0.836,0.426,0.649,1010.6,27.8
0,0.04,0.58,0.38,0,0.55,15,12.2,0.901,0.573,0.753,1011.6,22.8
0.46,0.08,0.29,0.08,0.08,0.32,14.4,12.8,0.836,0.52,0.719,1015.4,24.4
0.08,0.04,0.33,0.21,0.33,0.9,14.4,12.8,0.897,0.654,0.803,1018.1,20
0,0.04,0.58,0.08,0.29,0.75,13.3,12.2,0.931,0.678,0.829,1014.9,19.4
0,0.04,0.21,0.04,0.71,1,13.3,11.7,0.901,0.698,0.813,1011.4,18.3
0.5,0.04,0.42,0.04,0,0.25,12.2,11.1,0.838,0.55,0.709,1013.8,21.1
0.5,0.04,0.38,0.08,0,0.13,12.8,10.6,0.838,0.511,0.679,1017.2,21.1
0.38,0.25,0.38,0,0,0.4,13.3,10,0.835,0.507,0.718,1019.5,20.6
0,0.21,0.63,0.04,0.13,0.6,13.3,11.7,0.835,0.631,0.756,1018.5,20
0.17,0.04,0.33,0.04,0.42,0.75,13.9,12.8,0.896,0.571,0.782,1015.5,22.8
0,0,0.21,0.21,0.58,1,12.8,12.2,0.867,0.651,0.78,1014.8,18.9
0.08,0.08,0.33,0.08,0.42,0.82,12.8,11.1,0.834,0.51,0.739,1013.4,21.7
0,0.17,0.58,0.04,0.21,0.6,15,12.2,0.931,0.613,0.803,1014.4,22.2
0.79,0.08,0.08,0.04,0,0,13.9,9.4,0.9,0.433,0.672,1014.9,26.1
0.08,0.29,0.38,0.25,0,0.55,15.6,11.1,0.867,0.41,0.681,1013.5,27.2
0.38,0.21,0.21,0.08,0.13,0.25,13.3,11.1,0.931,0.517,0.788,1012.2,23.3
0,0.08,0.46,0.13,0.33,0.75,15,12.2,0.901,0.633,0.8,1013.4,20.6
0,0.17,0.54,0.17,0.13,0.75,14.4,12.8,0.962,0.654,0.84,1016.5,20.6
0.67,0.17,0.13,0.04,0,0,15.6,11.7,0.968,0.424,0.743,1014.9,27.2
1,0,0,0,0,0,16.1,11.1,0.838,0.396,0.672,1012.2,27.8
1,0,0,0,0,0,13.9,11.1,0.968,0.497,0.76,1012.6,23.3
0.38,0.42,0.08,0.08,0.04,0.25,14.4,9.4,0.865,0.393,0.663,1010.8,26.7
0.96,0,0.04,0,0,0,13.9,7.8,0.805,0.294,0.545,1011,28.9
1,0,0,0,0,0,15.6,5.6,1,0.227,0.54,1013.8,31.7
1,0,0,0,0,0,16.7,5.6,0.675,0.19,0.473,1014.2,34.4
1,0,0,0,0,0,14.4,11.1,0.834,0.381,0.631,1011.5,28.3
0.88,0.08,0.04,0,0,0,14.4,11.7,0.93,0.517,0.747,1010.2,23.3
0.33,0.08,0.33,0.17,0.08,0.5,12.2,11.7,0.807,0.512,0.679,1011.4,22.8
0.5,0.21,0.25,0.04,0,0.18,12.8,11.1,0.754,0.418,0.621,1013.7,25
0.83,0,0.17,0,0,0,14.4,10.6,0.896,0.466,0.68,1014.2,25.6
0.75,0.13,0.13,0,0,0,13.3,12.2,0.901,0.589,0.771,1014.5,21.7
0.58,0.04,0.33,0.04,0,0,13.3,12.2,0.962,0.633,0.811,1018.2,20
0,0.08,0.54,0.17,0.21,0.75,12.8,12.2,0.931,0.657,0.811,1017.7,19.4
0,0.08,0.75,0.04,0.13,0.75,12.8,12.2,0.931,0.657,0.828,1013.9,19.4
0.04,0.13,0.54,0,0.29,0.6,12.8,11.7,0.901,0.651,0.805,1014.3,18.9
0.58,0.08,0.17,0.04,0.13,0,16.1,11.7,0.931,0.44,0.759,1017.5,27.8
1,0,0,0,0,0,15,11.1,0.93,0.512,0.734,1015.8,22.8
0.67,0.25,0.08,0,0,0,13.3,11.7,0.968,0.651,0.841,1013.4,18.9
0.25,0.17,0.25,0.04,0.29,0.55,13.3,12.8,0.931,0.7,0.837,1014.6,18.9
0.17,0.08,0.29,0.04,0.42,0.68,12.8,11.7,0.931,0.654,0.812,1014.6,18.3
0.67,0.13,0.08,0,0.13,0,12.2,10,0.9,0.545,0.739,1009.1,20.6
1,0,0,0,0,0,14.4,8.9,0.893,0.415,0.728,1008.8,23.9
0.17,0.42,0.38,0.04,0,0.32,12.8,10.6,0.9,0.654,0.773,1015.4,19.4
0.54,0.17,0.25,0.04,0,0.1,10.6,9.4,0.837,0.546,0.719,1015.5,19.4
0.38,0.13,0.38,0.04,0.08,0.38,12.2,8.9,0.9,0.543,0.733,1015.4,19.4
0.38,0.04,0.42,0.04,0.13,0.75,11.7,10.6,0.894,0.587,0.777,1016.8,19.4
0.54,0.17,0.17,0,0.13,0.1,12.2,10,0.929,0.568,0.779,1016.1,19.4
0,0,0.42,0.54,0.04,0.9,12.2,8.3,0.893,0.477,0.746,1012.3,22.8
0.29,0.33,0.29,0.08,0,0.25,12.8,8.9,0.865,0.427,0.712,1011.3,22.2
0.42,0.38,0.17,0.04,0,0.25,11.7,8.9,0.9,0.547,0.766,1013.5,20
0.54,0.08,0.21,0,0.17,0,11.1,8.9,0.894,0.563,0.751,1014.2,18.9
0.75,0.08,0.04,0.04,0.08,0,12.8,9.4,0.93,0.478,0.776,1016,22.2
1,0,0,0,0,0,14.4,6.1,0.961,0.309,0.73,1016.2,24.4
1,0,0,0,0,0,13.3,2.2,0.923,0.268,0.626,1015.3,29.4
1,0,0,0,0,0,12.8,3.3,0.9,0.32,0.605,1016.7,26.1
0.54,0.08,0.25,0.08,0.04,0.1,14.4,7.2,0.894,0.375,0.668,1017.8,28.3
0.08,0.33,0.42,0.17,0,0.6,14.4,10.6,0.967,0.51,0.8,1015.4,21.7
0.54,0.08,0.25,0,0.13,0.1,13.9,10,0.93,0.568,0.776,1012.7,21.1
0.79,0.04,0.08,0,0.08,0,13.9,11.7,0.931,0.586,0.791,1017.3,21.1
1,0,0,0,0,0,12.2,10.6,0.93,0.675,0.817,1018,17.8
0.25,0.04,0.29,0.13,0.29,0.68,11.7,10.6,0.93,0.695,0.863,1016.8,16.7
0,0.04,0.46,0.17,0.33,0.82,11.7,10.6,0.961,0.775,0.891,1017,15
0,0,0.5,0,0.5,0.88,12.8,11.1,0.93,0.695,0.846,1015.2,16.7
0.04,0.58,0.33,0.04,0,0.4,13.9,10.6,0.866,0.63,0.792,1016.3,18.9
0,0.13,0.71,0,0.17,0.75,13.3,10.6,0.931,0.649,0.793,1018.7,17.8
0.42,0.08,0.21,0.04,0.25,0.38,13.3,8.9,0.968,0.398,0.763,1017.1,23.9
0.38,0.08,0.42,0.13,0,0.5,10.6,3.9,0.831,0.255,0.604,1013.1,25
0,0,0.96,0.04,0,0.6,13.9,9.4,0.836,0.527,0.704,1013.2,20.6
0,0.21,0.79,0,0,0.55,15,12.2,0.868,0.654,0.765,1014,20.6
0.04,0.25,0.63,0.04,0.04,0.55,14.4,12.2,0.867,0.63,0.731,1017.5,21.1
0.13,0,0.21,0.29,0.38,0.9,14.4,12.2,0.968,0.632,0.835,1019.4,21.7
0,0.04,0.67,0.21,0.08,0.68,13.9,12.2,0.968,0.61,0.825,1017.2,20.6
0,0.17,0.58,0.25,0,0.6,15.6,12.2,0.962,0.635,0.8,1016.3,21.1
0,0.04,0.83,0.13,0,0.55,15.6,12.2,0.969,0.633,0.837,1015.7,20
0.17,0.5,0.33,0,0,0.32,14.4,10.6,0.968,0.722,0.849,1014.5,18.3
0.54,0.17,0.21,0.08,0,0.1,11.7,10,0.93,0.586,0.797,1014.4,19.4
